Date,Time,Day of Week,Format,Rank,Name,Team,Position,Age,Tier,Trend,Base Value,TEP Level,Adjusted Value
2024-11-19,09:33:22,Tuesday,1,151,Jauan Jennings,SFO,WR,27.4,13,39,3295,Baseline,3295
2024-11-19,09:33:22,Tuesday,1,151,Jauan Jennings,SFO,WR,27.4,13,39,3295,1.1,3295
2024-11-19,09:33:22,Tuesday,1,151,Jauan Jennings,SFO,WR,27.4,13,39,3295,1.2,3295
2024-11-19,09:33:22,Tuesday,1,151,Jauan Jennings,SFO,WR,27.4,13,39,3295,1.3,3295
2024-11-19,09:33:22,Tuesday,1,152,2027 Mid 2nd,FA,PICK,N/A,13,2,3292,Baseline,3292
2024-11-19,09:33:22,Tuesday,1,152,2027 Mid 2nd,FA,PICK,N/A,13,2,3292,1.1,3292
2024-11-19,09:33:22,Tuesday,1,152,2027 Mid 2nd,FA,PICK,N/A,13,2,3292,1.2,3292
2024-11-19,09:33:22,Tuesday,1,152,2027 Mid 2nd,FA,PICK,N/A,13,2,3292,1.3,3292
2024-11-19,09:33:22,Tuesday,1,153,Nick Chubb,CLE,RB,28.9,13,-18,3264,Baseline,3264
2024-11-19,09:33:22,Tuesday,1,153,Nick Chubb,CLE,RB,28.9,13,-18,3264,1.1,3264
2024-11-19,09:33:22,Tuesday,1,153,Nick Chubb,CLE,RB,28.9,13,-18,3264,1.2,3264
2024-11-19,09:33:22,Tuesday,1,153,Nick Chubb,CLE,RB,28.9,13,-18,3264,1.3,3264
2024-11-19,09:33:22,Tuesday,1,154,Rico Dowdle,DAL,RB,26.4,13,-1,3242,Baseline,3242
2024-11-19,09:33:22,Tuesday,1,154,Rico Dowdle,DAL,RB,26.4,13,-1,3242,1.1,3242
2024-11-19,09:33:22,Tuesday,1,154,Rico Dowdle,DAL,RB,26.4,13,-1,3242,1.2,3242
2024-11-19,09:33:22,Tuesday,1,154,Rico Dowdle,DAL,RB,26.4,13,-1,3242,1.3,3242
2024-11-19,09:33:22,Tuesday,1,155,Tua Tagovailoa,MIA,QB,26.7,13,17,3237,Baseline,3237
2024-11-19,09:33:22,Tuesday,1,155,Tua Tagovailoa,MIA,QB,26.7,13,17,3237,1.1,3237
2024-11-19,09:33:22,Tuesday,1,155,Tua Tagovailoa,MIA,QB,26.7,13,17,3237,1.2,3237
2024-11-19,09:33:22,Tuesday,1,155,Tua Tagovailoa,MIA,QB,26.7,13,17,3237,1.3,3237
2024-11-19,09:33:22,Tuesday,1,156,Jaylen Warren,PIT,RB,26.0,13,5,3226,Baseline,3226
2024-11-19,09:33:22,Tuesday,1,156,Jaylen Warren,PIT,RB,26.0,13,5,3226,1.1,3226
2024-11-19,09:33:22,Tuesday,1,156,Jaylen Warren,PIT,RB,26.0,13,5,3226,1.2,3226
2024-11-19,09:33:22,Tuesday,1,156,Jaylen Warren,PIT,RB,26.0,13,5,3226,1.3,3226
2024-11-19,09:33:22,Tuesday,1,157,Michael Penix Jr.,ATL,QB,24.5,13,0,3216,Baseline,3216
2024-11-19,09:33:22,Tuesday,1,157,Michael Penix Jr.,ATL,QB,24.5,13,0,3216,1.1,3216
2024-11-19,09:33:22,Tuesday,1,157,Michael Penix Jr.,ATL,QB,24.5,13,0,3216,1.2,3216
2024-11-19,09:33:22,Tuesday,1,157,Michael Penix Jr.,ATL,QB,24.5,13,0,3216,1.3,3216
2024-11-19,09:33:22,Tuesday,1,158,Demario Douglas,NEP,WR,24.0,13,-10,3208,Baseline,3208
2024-11-19,09:33:22,Tuesday,1,158,Demario Douglas,NEP,WR,24.0,13,-10,3208,1.1,3208
2024-11-19,09:33:22,Tuesday,1,158,Demario Douglas,NEP,WR,24.0,13,-10,3208,1.2,3208
2024-11-19,09:33:22,Tuesday,1,158,Demario Douglas,NEP,WR,24.0,13,-10,3208,1.3,3208
2024-11-19,09:33:22,Tuesday,1,159,2026 Late 2nd,FA,PICK,N/A,13,-9,3206,Baseline,3206
2024-11-19,09:33:22,Tuesday,1,159,2026 Late 2nd,FA,PICK,N/A,13,-9,3206,1.1,3206
2024-11-19,09:33:22,Tuesday,1,159,2026 Late 2nd,FA,PICK,N/A,13,-9,3206,1.2,3206
2024-11-19,09:33:22,Tuesday,1,159,2026 Late 2nd,FA,PICK,N/A,13,-9,3206,1.3,3206
2024-11-19,09:33:22,Tuesday,1,160,Jalen McMillan,TBB,WR,23.0,14,6,3143,Baseline,3143
2024-11-19,09:33:22,Tuesday,1,160,Jalen McMillan,TBB,WR,23.0,14,6,3143,1.1,3143
2024-11-19,09:33:22,Tuesday,1,160,Jalen McMillan,TBB,WR,23.0,14,6,3143,1.2,3143
2024-11-19,09:33:22,Tuesday,1,160,Jalen McMillan,TBB,WR,23.0,14,6,3143,1.3,3143
2024-11-19,09:33:22,Tuesday,1,161,Diontae Johnson,BAL,WR,28.4,14,-67,3128,Baseline,3128
2024-11-19,09:33:22,Tuesday,1,161,Diontae Johnson,BAL,WR,28.4,14,-67,3128,1.1,3128
2024-11-19,09:33:22,Tuesday,1,161,Diontae Johnson,BAL,WR,28.4,14,-67,3128,1.2,3128
2024-11-19,09:33:22,Tuesday,1,161,Diontae Johnson,BAL,WR,28.4,14,-67,3128,1.3,3128
2024-11-19,09:33:22,Tuesday,1,162,Dallas Goedert,PHI,TE,29.9,14,-10,3121,Baseline,3121
2024-11-19,09:33:22,Tuesday,1,162,Dallas Goedert,PHI,TE,29.9,14,-10,3121,1.1,3686
2024-11-19,09:33:22,Tuesday,1,162,Dallas Goedert,PHI,TE,29.9,14,-10,3121,1.2,4099
2024-11-19,09:33:22,Tuesday,1,162,Dallas Goedert,PHI,TE,29.9,14,-10,3121,1.3,4512
2024-11-19,09:33:22,Tuesday,1,163,Tyler Allgeier,ATL,RB,24.6,14,-19,3111,Baseline,3111
2024-11-19,09:33:22,Tuesday,1,163,Tyler Allgeier,ATL,RB,24.6,14,-19,3111,1.1,3111
2024-11-19,09:33:22,Tuesday,1,163,Tyler Allgeier,ATL,RB,24.6,14,-19,3111,1.2,3111
2024-11-19,09:33:22,Tuesday,1,163,Tyler Allgeier,ATL,RB,24.6,14,-19,3111,1.3,3111
2024-11-19,09:33:22,Tuesday,1,164,Ja'Lynn Polk,NEP,WR,22.6,14,-26,3098,Baseline,3098
2024-11-19,09:33:22,Tuesday,1,164,Ja'Lynn Polk,NEP,WR,22.6,14,-26,3098,1.1,3098
2024-11-19,09:33:22,Tuesday,1,164,Ja'Lynn Polk,NEP,WR,22.6,14,-26,3098,1.2,3098
2024-11-19,09:33:22,Tuesday,1,164,Ja'Lynn Polk,NEP,WR,22.6,14,-26,3098,1.3,3098
2024-11-19,09:33:22,Tuesday,1,165,Rashod Bateman,BAL,WR,25.0,14,17,3088,Baseline,3088
2024-11-19,09:33:22,Tuesday,1,165,Rashod Bateman,BAL,WR,25.0,14,17,3088,1.1,3088
2024-11-19,09:33:22,Tuesday,1,165,Rashod Bateman,BAL,WR,25.0,14,17,3088,1.2,3088
2024-11-19,09:33:22,Tuesday,1,165,Rashod Bateman,BAL,WR,25.0,14,17,3088,1.3,3088
2024-11-19,09:33:22,Tuesday,1,166,Pat Freiermuth,PIT,TE,26.1,14,-19,3080,Baseline,3080
2024-11-19,09:33:22,Tuesday,1,166,Pat Freiermuth,PIT,TE,26.1,14,-19,3080,1.1,3646
2024-11-19,09:33:22,Tuesday,1,166,Pat Freiermuth,PIT,TE,26.1,14,-19,3080,1.2,4056
2024-11-19,09:33:22,Tuesday,1,166,Pat Freiermuth,PIT,TE,26.1,14,-19,3080,1.3,4468
2024-11-19,09:33:22,Tuesday,1,167,MarShawn Lloyd,GBP,RB,23.9,15,-8,3021,Baseline,3021
2024-11-19,09:33:22,Tuesday,1,167,MarShawn Lloyd,GBP,RB,23.9,15,-8,3021,1.1,3021
2024-11-19,09:33:22,Tuesday,1,167,MarShawn Lloyd,GBP,RB,23.9,15,-8,3021,1.2,3021
2024-11-19,09:33:22,Tuesday,1,167,MarShawn Lloyd,GBP,RB,23.9,15,-8,3021,1.3,3021
2024-11-19,09:33:22,Tuesday,1,168,Sam Darnold,MIN,QB,27.4,15,-17,3019,Baseline,3019
2024-11-19,09:33:22,Tuesday,1,168,Sam Darnold,MIN,QB,27.4,15,-17,3019,1.1,3019
2024-11-19,09:33:22,Tuesday,1,168,Sam Darnold,MIN,QB,27.4,15,-17,3019,1.2,3019
2024-11-19,09:33:22,Tuesday,1,168,Sam Darnold,MIN,QB,27.4,15,-17,3019,1.3,3019
2024-11-19,09:33:22,Tuesday,1,169,Jerry Jeudy,CLE,WR,25.6,15,-4,3008,Baseline,3008
2024-11-19,09:33:22,Tuesday,1,169,Jerry Jeudy,CLE,WR,25.6,15,-4,3008,1.1,3008
2024-11-19,09:33:22,Tuesday,1,169,Jerry Jeudy,CLE,WR,25.6,15,-4,3008,1.2,3008
2024-11-19,09:33:22,Tuesday,1,169,Jerry Jeudy,CLE,WR,25.6,15,-4,3008,1.3,3008
2024-11-19,09:33:22,Tuesday,1,170,Jordan Mason,SFO,RB,25.5,15,-69,2963,Baseline,2963
2024-11-19,09:33:22,Tuesday,1,170,Jordan Mason,SFO,RB,25.5,15,-69,2963,1.1,2963
2024-11-19,09:33:22,Tuesday,1,170,Jordan Mason,SFO,RB,25.5,15,-69,2963,1.2,2963
2024-11-19,09:33:22,Tuesday,1,170,Jordan Mason,SFO,RB,25.5,15,-69,2963,1.3,2963
2024-11-19,09:33:22,Tuesday,1,171,Troy Franklin,DEN,WR,21.8,15,14,2959,Baseline,2959
2024-11-19,09:33:22,Tuesday,1,171,Troy Franklin,DEN,WR,21.8,15,14,2959,1.1,2959
2024-11-19,09:33:22,Tuesday,1,171,Troy Franklin,DEN,WR,21.8,15,14,2959,1.2,2959
2024-11-19,09:33:22,Tuesday,1,171,Troy Franklin,DEN,WR,21.8,15,14,2959,1.3,2959
2024-11-19,09:33:22,Tuesday,1,172,2027 Late 2nd,FA,PICK,N/A,15,2,2922,Baseline,2922
2024-11-19,09:33:22,Tuesday,1,172,2027 Late 2nd,FA,PICK,N/A,15,2,2922,1.1,2922
2024-11-19,09:33:22,Tuesday,1,172,2027 Late 2nd,FA,PICK,N/A,15,2,2922,1.2,2922
2024-11-19,09:33:22,Tuesday,1,172,2027 Late 2nd,FA,PICK,N/A,15,2,2922,1.3,2922
2024-11-19,09:33:22,Tuesday,1,173,Michael Wilson,ARI,WR,24.7,15,-13,2906,Baseline,2906
2024-11-19,09:33:22,Tuesday,1,173,Michael Wilson,ARI,WR,24.7,15,-13,2906,1.1,2906
2024-11-19,09:33:22,Tuesday,1,173,Michael Wilson,ARI,WR,24.7,15,-13,2906,1.2,2906
2024-11-19,09:33:22,Tuesday,1,173,Michael Wilson,ARI,WR,24.7,15,-13,2906,1.3,2906
2024-11-19,09:33:22,Tuesday,1,174,Christian Kirk,JAC,WR,28.0,15,-29,2865,Baseline,2865
2024-11-19,09:33:22,Tuesday,1,174,Christian Kirk,JAC,WR,28.0,15,-29,2865,1.1,2865
2024-11-19,09:33:22,Tuesday,1,174,Christian Kirk,JAC,WR,28.0,15,-29,2865,1.2,2865
2024-11-19,09:33:22,Tuesday,1,174,Christian Kirk,JAC,WR,28.0,15,-29,2865,1.3,2865
2024-11-19,09:33:22,Tuesday,1,175,Jalen Coker,CAR,WR,23.0,15,137,2854,Baseline,2854
2024-11-19,09:33:22,Tuesday,1,175,Jalen Coker,CAR,WR,23.0,15,137,2854,1.1,2854
2024-11-19,09:33:22,Tuesday,1,175,Jalen Coker,CAR,WR,23.0,15,137,2854,1.2,2854
2024-11-19,09:33:22,Tuesday,1,175,Jalen Coker,CAR,WR,23.0,15,137,2854,1.3,2854
2024-11-19,09:33:22,Tuesday,1,176,Austin Ekeler,WAS,RB,29.5,15,7,2850,Baseline,2850
2024-11-19,09:33:22,Tuesday,1,176,Austin Ekeler,WAS,RB,29.5,15,7,2850,1.1,2850
2024-11-19,09:33:22,Tuesday,1,176,Austin Ekeler,WAS,RB,29.5,15,7,2850,1.2,2850
2024-11-19,09:33:22,Tuesday,1,176,Austin Ekeler,WAS,RB,29.5,15,7,2850,1.3,2850
2024-11-19,09:33:22,Tuesday,1,177,Alec Pierce,IND,WR,24.6,15,-7,2840,Baseline,2840
2024-11-19,09:33:22,Tuesday,1,177,Alec Pierce,IND,WR,24.6,15,-7,2840,1.1,2840
2024-11-19,09:33:22,Tuesday,1,177,Alec Pierce,IND,WR,24.6,15,-7,2840,1.2,2840
2024-11-19,09:33:22,Tuesday,1,177,Alec Pierce,IND,WR,24.6,15,-7,2840,1.3,2840
2024-11-19,09:33:22,Tuesday,1,178,Kirk Cousins,ATL,QB,36.2,15,-1,2838,Baseline,2838
2024-11-19,09:33:22,Tuesday,1,178,Kirk Cousins,ATL,QB,36.2,15,-1,2838,1.1,2838
2024-11-19,09:33:22,Tuesday,1,178,Kirk Cousins,ATL,QB,36.2,15,-1,2838,1.2,2838
2024-11-19,09:33:22,Tuesday,1,178,Kirk Cousins,ATL,QB,36.2,15,-1,2838,1.3,2838
2024-11-19,09:33:22,Tuesday,1,179,Ja'Tavion Sanders,CAR,TE,21.6,15,40,2836,Baseline,2836
2024-11-19,09:33:22,Tuesday,1,179,Ja'Tavion Sanders,CAR,TE,21.6,15,40,2836,1.1,3393
2024-11-19,09:33:22,Tuesday,1,179,Ja'Tavion Sanders,CAR,TE,21.6,15,40,2836,1.2,3786
2024-11-19,09:33:22,Tuesday,1,179,Ja'Tavion Sanders,CAR,TE,21.6,15,40,2836,1.3,4180
2024-11-19,09:33:22,Tuesday,1,180,Justin Fields,PIT,QB,25.7,16,-47,2785,Baseline,2785
2024-11-19,09:33:22,Tuesday,1,180,Justin Fields,PIT,QB,25.7,16,-47,2785,1.1,2785
2024-11-19,09:33:22,Tuesday,1,180,Justin Fields,PIT,QB,25.7,16,-47,2785,1.2,2785
2024-11-19,09:33:22,Tuesday,1,180,Justin Fields,PIT,QB,25.7,16,-47,2785,1.3,2785
2024-11-19,09:33:22,Tuesday,1,181,Ben Sinnott,WAS,TE,22.4,16,-1,2783,Baseline,2783
2024-11-19,09:33:22,Tuesday,1,181,Ben Sinnott,WAS,TE,22.4,16,-1,2783,1.1,3338
2024-11-19,09:33:22,Tuesday,1,181,Ben Sinnott,WAS,TE,22.4,16,-1,2783,1.2,3726
2024-11-19,09:33:22,Tuesday,1,181,Ben Sinnott,WAS,TE,22.4,16,-1,2783,1.3,4115
2024-11-19,09:33:22,Tuesday,1,182,Kareem Hunt,KCC,RB,29.3,16,12,2782,Baseline,2782
2024-11-19,09:33:22,Tuesday,1,182,Kareem Hunt,KCC,RB,29.3,16,12,2782,1.1,2782
2024-11-19,09:33:22,Tuesday,1,182,Kareem Hunt,KCC,RB,29.3,16,12,2782,1.2,2782
2024-11-19,09:33:22,Tuesday,1,182,Kareem Hunt,KCC,RB,29.3,16,12,2782,1.3,2782
2024-11-19,09:33:22,Tuesday,1,183,2025 Early 3rd,FA,PICK,N/A,16,1,2733,Baseline,2733
2024-11-19,09:33:22,Tuesday,1,183,2025 Early 3rd,FA,PICK,N/A,16,1,2733,1.1,2733
2024-11-19,09:33:22,Tuesday,1,183,2025 Early 3rd,FA,PICK,N/A,16,1,2733,1.2,2733
2024-11-19,09:33:22,Tuesday,1,183,2025 Early 3rd,FA,PICK,N/A,16,1,2733,1.3,2733
2024-11-19,09:33:22,Tuesday,1,184,Luke McCaffrey,WAS,WR,23.6,16,-15,2721,Baseline,2721
2024-11-19,09:33:22,Tuesday,1,184,Luke McCaffrey,WAS,WR,23.6,16,-15,2721,1.1,2721
2024-11-19,09:33:22,Tuesday,1,184,Luke McCaffrey,WAS,WR,23.6,16,-15,2721,1.2,2721
2024-11-19,09:33:22,Tuesday,1,184,Luke McCaffrey,WAS,WR,23.6,16,-15,2721,1.3,2721
2024-11-19,09:33:22,Tuesday,1,185,Marquise Brown,KCC,WR,27.5,16,-4,2713,Baseline,2713
2024-11-19,09:33:22,Tuesday,1,185,Marquise Brown,KCC,WR,27.5,16,-4,2713,1.1,2713
2024-11-19,09:33:22,Tuesday,1,185,Marquise Brown,KCC,WR,27.5,16,-4,2713,1.2,2713
2024-11-19,09:33:22,Tuesday,1,185,Marquise Brown,KCC,WR,27.5,16,-4,2713,1.3,2713
2024-11-19,09:33:22,Tuesday,1,186,Keaton Mitchell,BAL,RB,22.8,16,9,2684,Baseline,2684
2024-11-19,09:33:22,Tuesday,1,186,Keaton Mitchell,BAL,RB,22.8,16,9,2684,1.1,2684
2024-11-19,09:33:22,Tuesday,1,186,Keaton Mitchell,BAL,RB,22.8,16,9,2684,1.2,2684
2024-11-19,09:33:22,Tuesday,1,186,Keaton Mitchell,BAL,RB,22.8,16,9,2684,1.3,2684
2024-11-19,09:33:22,Tuesday,1,187,Roschon Johnson,CHI,RB,23.8,16,-25,2642,Baseline,2642
2024-11-19,09:33:22,Tuesday,1,187,Roschon Johnson,CHI,RB,23.8,16,-25,2642,1.1,2642
2024-11-19,09:33:22,Tuesday,1,187,Roschon Johnson,CHI,RB,23.8,16,-25,2642,1.2,2642
2024-11-19,09:33:22,Tuesday,1,187,Roschon Johnson,CHI,RB,23.8,16,-25,2642,1.3,2642
2024-11-19,09:33:22,Tuesday,1,188,Jermaine Burton,CIN,WR,23.4,16,3,2621,Baseline,2621
2024-11-19,09:33:22,Tuesday,1,188,Jermaine Burton,CIN,WR,23.4,16,3,2621,1.1,2621
2024-11-19,09:33:22,Tuesday,1,188,Jermaine Burton,CIN,WR,23.4,16,3,2621,1.2,2621
2024-11-19,09:33:22,Tuesday,1,188,Jermaine Burton,CIN,WR,23.4,16,3,2621,1.3,2621
2024-11-19,09:33:22,Tuesday,1,189,Isaac Guerendo,SFO,RB,24.4,16,21,2610,Baseline,2610
2024-11-19,09:33:22,Tuesday,1,189,Isaac Guerendo,SFO,RB,24.4,16,21,2610,1.1,2610
2024-11-19,09:33:22,Tuesday,1,189,Isaac Guerendo,SFO,RB,24.4,16,21,2610,1.2,2610
2024-11-19,09:33:22,Tuesday,1,189,Isaac Guerendo,SFO,RB,24.4,16,21,2610,1.3,2610
2024-11-19,09:33:22,Tuesday,1,190,Andrei Iosivas,CIN,WR,25.1,16,-12,2594,Baseline,2594
2024-11-19,09:33:22,Tuesday,1,190,Andrei Iosivas,CIN,WR,25.1,16,-12,2594,1.1,2594
2024-11-19,09:33:22,Tuesday,1,190,Andrei Iosivas,CIN,WR,25.1,16,-12,2594,1.2,2594
2024-11-19,09:33:22,Tuesday,1,190,Andrei Iosivas,CIN,WR,25.1,16,-12,2594,1.3,2594
2024-11-19,09:33:22,Tuesday,1,191,Kendre Miller,NOS,RB,22.4,16,7,2578,Baseline,2578
2024-11-19,09:33:22,Tuesday,1,191,Kendre Miller,NOS,RB,22.4,16,7,2578,1.1,2578
2024-11-19,09:33:22,Tuesday,1,191,Kendre Miller,NOS,RB,22.4,16,7,2578,1.2,2578
2024-11-19,09:33:22,Tuesday,1,191,Kendre Miller,NOS,RB,22.4,16,7,2578,1.3,2578
2024-11-19,09:33:22,Tuesday,1,193,Kimani Vidal,LAC,RB,23.2,16,-18,2563,Baseline,2563
2024-11-19,09:33:22,Tuesday,1,193,Kimani Vidal,LAC,RB,23.2,16,-18,2563,1.1,2563
2024-11-19,09:33:22,Tuesday,1,193,Kimani Vidal,LAC,RB,23.2,16,-18,2563,1.2,2563
2024-11-19,09:33:22,Tuesday,1,193,Kimani Vidal,LAC,RB,23.2,16,-18,2563,1.3,2563
2024-11-19,09:33:22,Tuesday,1,192,2025 Mid 3rd,FA,PICK,N/A,16,9,2563,Baseline,2563
2024-11-19,09:33:22,Tuesday,1,192,2025 Mid 3rd,FA,PICK,N/A,16,9,2563,1.1,2563
2024-11-19,09:33:22,Tuesday,1,192,2025 Mid 3rd,FA,PICK,N/A,16,9,2563,1.2,2563
2024-11-19,09:33:22,Tuesday,1,192,2025 Mid 3rd,FA,PICK,N/A,16,9,2563,1.3,2563
2024-11-19,09:33:22,Tuesday,1,194,Geno Smith,SEA,QB,34.1,16,-2,2552,Baseline,2552
2024-11-19,09:33:22,Tuesday,1,194,Geno Smith,SEA,QB,34.1,16,-2,2552,1.1,2552
2024-11-19,09:33:22,Tuesday,1,194,Geno Smith,SEA,QB,34.1,16,-2,2552,1.2,2552
2024-11-19,09:33:22,Tuesday,1,194,Geno Smith,SEA,QB,34.1,16,-2,2552,1.3,2552
2024-11-19,09:33:22,Tuesday,1,195,Joshua Palmer,LAC,WR,25.2,16,26,2523,Baseline,2523
2024-11-19,09:33:22,Tuesday,1,195,Joshua Palmer,LAC,WR,25.2,16,26,2523,1.1,2523
2024-11-19,09:33:22,Tuesday,1,195,Joshua Palmer,LAC,WR,25.2,16,26,2523,1.2,2523
2024-11-19,09:33:22,Tuesday,1,195,Joshua Palmer,LAC,WR,25.2,16,26,2523,1.3,2523
2024-11-19,09:33:22,Tuesday,1,196,Sean Tucker,TBB,RB,23.1,16,0,2523,Baseline,2523
2024-11-19,09:33:22,Tuesday,1,196,Sean Tucker,TBB,RB,23.1,16,0,2523,1.1,2523
2024-11-19,09:33:22,Tuesday,1,196,Sean Tucker,TBB,RB,23.1,16,0,2523,1.2,2523
2024-11-19,09:33:22,Tuesday,1,196,Sean Tucker,TBB,RB,23.1,16,0,2523,1.3,2523
2024-11-19,09:33:22,Tuesday,1,197,2026 Early 3rd,FA,PICK,N/A,16,5,2519,Baseline,2519
2024-11-19,09:33:22,Tuesday,1,197,2026 Early 3rd,FA,PICK,N/A,16,5,2519,1.1,2519
2024-11-19,09:33:22,Tuesday,1,197,2026 Early 3rd,FA,PICK,N/A,16,5,2519,1.2,2519
2024-11-19,09:33:22,Tuesday,1,197,2026 Early 3rd,FA,PICK,N/A,16,5,2519,1.3,2519
2024-11-19,09:33:22,Tuesday,1,198,Matthew Stafford,LAR,QB,36.8,17,11,2451,Baseline,2451
2024-11-19,09:33:22,Tuesday,1,198,Matthew Stafford,LAR,QB,36.8,17,11,2451,1.1,2451
2024-11-19,09:33:22,Tuesday,1,198,Matthew Stafford,LAR,QB,36.8,17,11,2451,1.2,2451
2024-11-19,09:33:22,Tuesday,1,198,Matthew Stafford,LAR,QB,36.8,17,11,2451,1.3,2451
2024-11-19,09:33:22,Tuesday,1,199,Tyler Lockett,SEA,WR,32.1,17,-2,2450,Baseline,2450
2024-11-19,09:33:22,Tuesday,1,199,Tyler Lockett,SEA,WR,32.1,17,-2,2450,1.1,2450
2024-11-19,09:33:22,Tuesday,1,199,Tyler Lockett,SEA,WR,32.1,17,-2,2450,1.2,2450
2024-11-19,09:33:22,Tuesday,1,199,Tyler Lockett,SEA,WR,32.1,17,-2,2450,1.3,2450
2024-11-19,09:33:22,Tuesday,1,200,Hunter Henry,NEP,TE,30.0,17,36,2442,Baseline,2442
2024-11-19,09:33:22,Tuesday,1,200,Hunter Henry,NEP,TE,30.0,17,36,2442,1.1,2986
2024-11-19,09:33:22,Tuesday,1,200,Hunter Henry,NEP,TE,30.0,17,36,2442,1.2,3350
2024-11-19,09:33:22,Tuesday,1,200,Hunter Henry,NEP,TE,30.0,17,36,2442,1.3,3715
2024-11-19,09:33:22,Tuesday,1,201,Theo Johnson,NYG,TE,23.7,17,22,2433,Baseline,2433
2024-11-19,09:33:22,Tuesday,1,201,Theo Johnson,NYG,TE,23.7,17,22,2433,1.1,2978
2024-11-19,09:33:22,Tuesday,1,201,Theo Johnson,NYG,TE,23.7,17,22,2433,1.2,3341
2024-11-19,09:33:22,Tuesday,1,201,Theo Johnson,NYG,TE,23.7,17,22,2433,1.3,3705
2024-11-19,09:33:22,Tuesday,1,202,Roman Wilson,PIT,WR,23.4,17,-2,2432,Baseline,2432
2024-11-19,09:33:22,Tuesday,1,202,Roman Wilson,PIT,WR,23.4,17,-2,2432,1.1,2432
2024-11-19,09:33:22,Tuesday,1,202,Roman Wilson,PIT,WR,23.4,17,-2,2432,1.2,2432
2024-11-19,09:33:22,Tuesday,1,202,Roman Wilson,PIT,WR,23.4,17,-2,2432,1.3,2432
2024-11-19,09:33:22,Tuesday,1,203,Kayshon Boutte,NEP,WR,22.5,17,72,2425,Baseline,2425
2024-11-19,09:33:22,Tuesday,1,203,Kayshon Boutte,NEP,WR,22.5,17,72,2425,1.1,2425
2024-11-19,09:33:22,Tuesday,1,203,Kayshon Boutte,NEP,WR,22.5,17,72,2425,1.2,2425
2024-11-19,09:33:22,Tuesday,1,203,Kayshon Boutte,NEP,WR,22.5,17,72,2425,1.3,2425
2024-11-19,09:33:22,Tuesday,1,204,Dalton Schultz,HOU,TE,28.4,17,0,2420,Baseline,2420
2024-11-19,09:33:22,Tuesday,1,204,Dalton Schultz,HOU,TE,28.4,17,0,2420,1.1,2967
2024-11-19,09:33:22,Tuesday,1,204,Dalton Schultz,HOU,TE,28.4,17,0,2420,1.2,3331
2024-11-19,09:33:22,Tuesday,1,204,Dalton Schultz,HOU,TE,28.4,17,0,2420,1.3,3695
2024-11-19,09:33:22,Tuesday,1,205,Elijah Moore,CLE,WR,24.6,17,55,2407,Baseline,2407
2024-11-19,09:33:22,Tuesday,1,205,Elijah Moore,CLE,WR,24.6,17,55,2407,1.1,2407
2024-11-19,09:33:22,Tuesday,1,205,Elijah Moore,CLE,WR,24.6,17,55,2407,1.2,2407
2024-11-19,09:33:22,Tuesday,1,205,Elijah Moore,CLE,WR,24.6,17,55,2407,1.3,2407
2024-11-19,09:33:22,Tuesday,1,206,Jaleel McLaughlin,DEN,RB,24.2,17,-7,2403,Baseline,2403
2024-11-19,09:33:22,Tuesday,1,206,Jaleel McLaughlin,DEN,RB,24.2,17,-7,2403,1.1,2403
2024-11-19,09:33:22,Tuesday,1,206,Jaleel McLaughlin,DEN,RB,24.2,17,-7,2403,1.2,2403
2024-11-19,09:33:22,Tuesday,1,206,Jaleel McLaughlin,DEN,RB,24.2,17,-7,2403,1.3,2403
2024-11-19,09:33:22,Tuesday,1,207,Jalen Tolbert,DAL,WR,25.7,17,-34,2386,Baseline,2386
2024-11-19,09:33:22,Tuesday,1,207,Jalen Tolbert,DAL,WR,25.7,17,-34,2386,1.1,2386
2024-11-19,09:33:22,Tuesday,1,207,Jalen Tolbert,DAL,WR,25.7,17,-34,2386,1.2,2386
2024-11-19,09:33:22,Tuesday,1,207,Jalen Tolbert,DAL,WR,25.7,17,-34,2386,1.3,2386
2024-11-19,09:33:22,Tuesday,1,208,Alexander Mattison,LVR,RB,26.4,17,-5,2380,Baseline,2380
2024-11-19,09:33:22,Tuesday,1,208,Alexander Mattison,LVR,RB,26.4,17,-5,2380,1.1,2380
2024-11-19,09:33:22,Tuesday,1,208,Alexander Mattison,LVR,RB,26.4,17,-5,2380,1.2,2380
2024-11-19,09:33:22,Tuesday,1,208,Alexander Mattison,LVR,RB,26.4,17,-5,2380,1.3,2380
2024-11-19,09:33:22,Tuesday,1,209,Keenan Allen,CHI,WR,32.6,17,-33,2341,Baseline,2341
2024-11-19,09:33:22,Tuesday,1,209,Keenan Allen,CHI,WR,32.6,17,-33,2341,1.1,2341
2024-11-19,09:33:22,Tuesday,1,209,Keenan Allen,CHI,WR,32.6,17,-33,2341,1.2,2341
2024-11-19,09:33:22,Tuesday,1,209,Keenan Allen,CHI,WR,32.6,17,-33,2341,1.3,2341
2024-11-19,09:33:22,Tuesday,1,210,Erick All,CIN,TE,24.2,17,-17,2326,Baseline,2326
2024-11-19,09:33:22,Tuesday,1,210,Erick All,CIN,TE,24.2,17,-17,2326,1.1,2871
2024-11-19,09:33:22,Tuesday,1,210,Erick All,CIN,TE,24.2,17,-17,2326,1.2,3229
2024-11-19,09:33:22,Tuesday,1,210,Erick All,CIN,TE,24.2,17,-17,2326,1.3,3586
